workload,week,people,season,holidays,output,data$product,predicted.nn.values$net.result
0.999950002,0,0,0,0,8,milk,8
0.999950002,0.333322223,0,0,0,7,milk,7
0.499975001,0.333322223,0,0,0.99990001,9,milk,9
