workload,week,people,season,holidays,output,data$product,predicted.nn.values$net.result
0.499975001,0.666644445,0,0.99990001,0,8,cereals,8
0.999950002,0.666644445,0,0,0,7,cereals,8
0.999950002,0.666644445,0,0,0,8,cereals,8
