workload,week,people,season,holidays,output,data$product,predicted.nn.values$net.result
0.499975001,0.4999875,0,0.99990001,0,8,cereals,7
0.999950002,0.24999375,0,0,0,7,cereals,7
0.999950002,0.4999875,0,0,0,6,cereals,7
